random_state,beta_E,beta_P,beta_EP,p_value_E,p_value_P,p_value_EP,alpha,var_intercept,var_residual
14,0.002,0.002,0.002,0.37425610774675644,0.22723415790638457,0.12720309204679334,0.05,0.001828,0.009419212941440758
15,0.002,0.002,0.002,0.24230253910275523,0.5093977311902058,0.4027996068037556,0.05,0.001828,0.009419212941440758
73,0.001,0.001,0.001,0.915069999104351,0.03629694383011926,0.7117096318356633,0.05,0.001828,0.009419212941440758
17,0.002,0.002,0.002,0.3285596321653519,0.05107842972788888,0.1307026465820347,0.05,0.001828,0.009419212941440758
18,0.002,0.002,0.002,0.25101260576101525,0.16418413862966352,0.275417352362324,0.05,0.001828,0.009419212941440758
80,0.001,0.001,0.001,0.08199527500360315,0.8433668608242821,0.23761854880551603,0.05,0.001828,0.009419212941440758
19,0.002,0.002,0.002,0.0555643352469491,0.013937515734787184,0.8435762022407202,0.05,0.001828,0.009419212941440758
20,0.002,0.002,0.002,0.03845040279003115,0.05275227882484526,0.029244848610952258,0.05,0.001828,0.009419212941440758
22,0.002,0.002,0.002,0.28424642833413205,0.01962245596700697,0.2838960972481753,0.05,0.001828,0.009419212941440758
21,0.002,0.002,0.002,0.5618727541917735,0.4414015489983164,0.013698389948560973,0.05,0.001828,0.009419212941440758
24,0.002,0.002,0.002,0.007086911448428853,0.023940924563839353,0.29363382681117445,0.05,0.001828,0.009419212941440758
23,0.002,0.002,0.002,0.02786973138429133,0.0022299658358560593,0.1299139314678953,0.05,0.001828,0.009419212941440758
25,0.002,0.002,0.002,0.14075096692657438,0.2176918015676299,0.058513288141912825,0.05,0.001828,0.009419212941440758
26,0.002,0.002,0.002,0.10812038492283196,0.04540122760282837,0.08132499472960164,0.05,0.001828,0.009419212941440758
27,0.002,0.002,0.002,0.6096130114350669,0.2612049573583949,0.3021000529722848,0.05,0.001828,0.009419212941440758
28,0.002,0.002,0.002,0.06370761556595363,0.13272925898494542,0.11136116295316605,0.05,0.001828,0.009419212941440758
29,0.002,0.002,0.002,0.01307575512949901,0.6903293447522598,0.05259393636600661,0.05,0.001828,0.009419212941440758
30,0.002,0.002,0.002,0.02376798647499077,0.11149191688973605,0.12180368435631117,0.05,0.001828,0.009419212941440758
31,0.002,0.002,0.002,0.03228508332293969,0.933251048105281,0.0010786353931294323,0.05,0.001828,0.009419212941440758
32,0.002,0.002,0.002,0.4854658719878663,0.5638853105992435,0.1839170729398646,0.05,0.001828,0.009419212941440758
33,0.002,0.002,0.002,0.0039462834382261655,0.664015029993511,0.040782946075741164,0.05,0.001828,0.009419212941440758
34,0.002,0.002,0.002,0.0021660728160442957,0.1790791717420327,0.11653387320412799,0.05,0.001828,0.009419212941440758
35,0.002,0.002,0.002,0.010836694685377844,0.3200049200551567,0.07239684725303278,0.05,0.001828,0.009419212941440758
36,0.002,0.002,0.002,0.2540751671480005,0.09156947106286722,0.19418665850467764,0.05,0.001828,0.009419212941440758
37,0.002,0.002,0.002,0.008116812566794198,0.29164654632662934,0.020114313047620635,0.05,0.001828,0.009419212941440758
40,0.002,0.002,0.002,0.010353980109361784,0.0921710571487521,0.5568573670499971,0.05,0.001828,0.009419212941440758
39,0.002,0.002,0.002,0.0729705603998986,0.12425010550615541,0.23157657243982432,0.05,0.001828,0.009419212941440758
38,0.002,0.002,0.002,0.007348714168874042,0.12579648785971284,0.46567545294894164,0.05,0.001828,0.009419212941440758
41,0.002,0.002,0.002,0.08675185412263677,0.01007989139956947,0.0842776758045559,0.05,0.001828,0.009419212941440758
42,0.002,0.002,0.002,0.0054890422001688585,0.07875126594529842,0.7944832195537918,0.05,0.001828,0.009419212941440758
43,0.002,0.002,0.002,0.0008487600933881004,0.024475372808374998,0.8461525179540377,0.05,0.001828,0.009419212941440758
44,0.002,0.002,0.002,0.006615241223049911,0.03534683025969944,0.5059835943521547,0.05,0.001828,0.009419212941440758
45,0.002,0.002,0.002,0.027110688361719492,0.7166616920763789,0.03979464497753122,0.05,0.001828,0.009419212941440758
46,0.002,0.002,0.002,0.00010396755657959679,0.011803125454073722,0.764253619791815,0.05,0.001828,0.009419212941440758
9,0.002,0.002,0.002,0.15437421994221298,0.15552218047622723,0.3102146764781376,0.05,0.001828,0.009419212941440758
47,0.002,0.002,0.002,0.03501126359527276,0.16195411616843047,0.40034097918774103,0.05,0.001828,0.009419212941440758
48,0.002,0.002,0.002,0.15404683134457195,0.02103281341966519,0.789398290732155,0.05,0.001828,0.009419212941440758
51,0.002,0.002,0.002,0.3255581305933477,0.19969133047267185,0.061185424826847974,0.05,0.001828,0.009419212941440758
50,0.002,0.002,0.002,0.17090745789032802,0.968915387128252,0.012803389520526431,0.05,0.001828,0.009419212941440758
52,0.002,0.002,0.002,0.10564823838210324,0.13723393012102197,0.49170968231308376,0.05,0.001828,0.009419212941440758
49,0.002,0.002,0.002,0.038736242277488446,0.07578601348911941,0.703674490282902,0.05,0.001828,0.009419212941440758
54,0.002,0.002,0.002,0.07534141970689978,0.34781823484077456,0.26046816028192443,0.05,0.001828,0.009419212941440758
53,0.002,0.002,0.002,0.1118660922922082,0.0022541481277672773,0.5055966993236036,0.05,0.001828,0.009419212941440758
55,0.002,0.002,0.002,0.2572023139695707,0.09765928550002381,0.3252640817973115,0.05,0.001828,0.009419212941440758
56,0.002,0.002,0.002,0.30277196175025933,0.07046531411840141,0.24287272596013498,0.05,0.001828,0.009419212941440758
58,0.002,0.002,0.002,0.22652105124471555,0.004198453111798551,0.2544571673355417,0.05,0.001828,0.009419212941440758
57,0.002,0.002,0.002,0.17450139204038806,0.0027783554157981053,0.20584105103356054,0.05,0.001828,0.009419212941440758
60,0.002,0.002,0.002,0.01624724813767016,0.24510283140099798,0.39037655446416697,0.05,0.001828,0.009419212941440758
61,0.002,0.002,0.002,0.21191123882751794,0.0006584235833719795,0.5431284413830237,0.05,0.001828,0.009419212941440758
59,0.002,0.002,0.002,0.14999102507926837,9.845439023729945e-05,0.4341707785341308,0.05,0.001828,0.009419212941440758
62,0.002,0.002,0.002,0.2868865668462669,0.0165005758216258,0.30307970992636746,0.05,0.001828,0.009419212941440758
63,0.002,0.002,0.002,0.03612744857373077,0.45978554335067423,0.014149387590708225,0.05,0.001828,0.009419212941440758
64,0.002,0.002,0.002,0.2412598222679465,0.0015275255277654456,0.8703748812410431,0.05,0.001828,0.009419212941440758
65,0.002,0.002,0.002,0.11021019878884783,0.0013372466392491398,0.4352828195844963,0.05,0.001828,0.009419212941440758
66,0.002,0.002,0.002,0.0644138713804989,0.07956924412330804,0.1781921262327103,0.05,0.001828,0.009419212941440758
68,0.002,0.002,0.002,0.5395436208065474,0.00013239242410279268,0.45355952108962627,0.05,0.001828,0.009419212941440758
67,0.002,0.002,0.002,0.40436246529698494,0.00621732315244939,0.6043070116036503,0.05,0.001828,0.009419212941440758
70,0.002,0.002,0.002,0.1617462688376743,6.985788969488914e-06,0.8020187425495022,0.05,0.001828,0.009419212941440758
69,0.002,0.002,0.002,0.03951009535860436,0.048767572903145005,0.02684822708552989,0.05,0.001828,0.009419212941440758
72,0.002,0.002,0.002,0.21037900271863208,0.0143309206618541,0.08967526709727977,0.05,0.001828,0.009419212941440758
71,0.002,0.002,0.002,0.3175064380483936,0.00040314492779975426,0.6269334169687243,0.05,0.001828,0.009419212941440758
74,0.002,0.002,0.002,0.927903276434062,0.0012559013596868656,0.1348017157585202,0.05,0.001828,0.009419212941440758
73,0.002,0.002,0.002,0.029187213444704565,0.17447654970731408,0.08432532791699042,0.05,0.001828,0.009419212941440758
75,0.002,0.002,0.002,0.20633283185318452,0.025563081067904888,0.08171707078451483,0.05,0.001828,0.009419212941440758
76,0.002,0.002,0.002,0.0059213885473553335,0.5671897577241829,0.0031801807802208895,0.05,0.001828,0.009419212941440758
77,0.002,0.002,0.002,0.8169232264203716,0.06493652365124504,0.00896847076557331,0.05,0.001828,0.009419212941440758
80,0.002,0.002,0.002,0.004297135233289711,0.13387643422001455,0.1040163529529949,0.05,0.001828,0.009419212941440758
78,0.002,0.002,0.002,0.8839021320384809,0.3175983769063727,0.018772376080176876,0.05,0.001828,0.009419212941440758
79,0.002,0.002,0.002,0.9267913038247878,0.10208707784355203,0.008338156590897788,0.05,0.001828,0.009419212941440758
82,0.002,0.002,0.002,0.5705008926613822,0.2817531227598151,0.003187215463869107,0.05,0.001828,0.009419212941440758
81,0.002,0.002,0.002,0.5610670256445571,0.5696484095039296,0.006954343626786188,0.05,0.001828,0.009419212941440758
83,0.002,0.002,0.002,0.8516655895044681,0.24899299029768696,0.016373581051347365,0.05,0.001828,0.009419212941440758
85,0.002,0.002,0.002,0.24939120005479942,0.12190337785180223,0.09825908742390808,0.05,0.001828,0.009419212941440758
84,0.002,0.002,0.002,0.003130360348912871,0.04939592129096669,0.7519331683656484,0.05,0.001828,0.009419212941440758
86,0.002,0.002,0.002,0.006202750129774376,0.004418468288176493,0.923041777074479,0.05,0.001828,0.009419212941440758
89,0.002,0.002,0.002,0.15428647491156625,0.0790283212208437,0.09940057402874548,0.05,0.001828,0.009419212941440758
87,0.002,0.002,0.002,0.4226425041692139,0.01264708789494297,0.33954042725931977,0.05,0.001828,0.009419212941440758
88,0.002,0.002,0.002,0.000682421476515299,0.1895684812088111,0.5828201464562403,0.05,0.001828,0.009419212941440758
90,0.002,0.002,0.002,0.7453578702803039,0.007376962881180968,0.30224731641553026,0.05,0.001828,0.009419212941440758
91,0.002,0.002,0.002,0.5017295787226911,0.19100788043384642,0.20994420424846394,0.05,0.001828,0.009419212941440758
92,0.002,0.002,0.002,0.22366139720946732,0.019337548482359093,0.21276485314293214,0.05,0.001828,0.009419212941440758
93,0.002,0.002,0.002,0.10082924566600643,0.06644191174150016,0.3260317601058117,0.05,0.001828,0.009419212941440758
95,0.002,0.002,0.002,0.09294611703337821,0.1018623996793976,0.16877641535915366,0.05,0.001828,0.009419212941440758
94,0.002,0.002,0.002,0.4009203310606315,0.07647684306661831,0.5375179928320173,0.05,0.001828,0.009419212941440758
96,0.002,0.002,0.002,0.06649709658096385,0.2895876819738651,0.3275682121657868,0.05,0.001828,0.009419212941440758
97,0.002,0.002,0.002,0.3348019125726045,0.5141779288525161,0.0007812623306976072,0.05,0.001828,0.009419212941440758
99,0.002,0.002,0.002,0.07226929893358133,0.05734885566799213,0.19574133916457936,0.05,0.001828,0.009419212941440758
2,0.003,0.003,0.003,0.5450313931337845,0.6257828313903537,3.958985940709701e-06,0.05,0.001828,0.009419212941440758
1,0.003,0.003,0.003,0.3573441537018277,0.9728971307012985,1.6115093809335935e-06,0.05,0.001828,0.009419212941440758
5,0.003,0.003,0.003,0.8449793185131889,0.7353592194706979,7.667219278004579e-06,0.05,0.001828,0.009419212941440758
4,0.003,0.003,0.003,0.008506454201923183,8.07803569094303e-05,0.11509843709957043,0.05,0.001828,0.009419212941440758
6,0.003,0.003,0.003,0.06422532715480582,1.06153655418831e-05,0.48171523396192995,0.05,0.001828,0.009419212941440758
7,0.003,0.003,0.003,0.0101643825686042,0.0013593147398835387,0.24755025388007423,0.05,0.001828,0.009419212941440758
8,0.003,0.003,0.003,0.12598443761031497,0.0005502312784039297,0.061220646656823786,0.05,0.001828,0.009419212941440758
10,0.003,0.003,0.003,0.0009354639584881273,0.007273416305471699,0.03515252447594536,0.05,0.001828,0.009419212941440758
9,0.003,0.003,0.003,0.008331650005838598,0.00021764981600494508,0.2396746352289011,0.05,0.001828,0.009419212941440758
11,0.003,0.003,0.003,0.005476433850286941,0.0015042608366818064,0.053116413418859,0.05,0.001828,0.009419212941440758
12,0.003,0.003,0.003,0.053667054407797295,8.312428621185131e-07,0.2310529723942949,0.05,0.001828,0.009419212941440758
13,0.003,0.003,0.003,0.45790282199801347,5.115570123737581e-05,0.06823269545262428,0.05,0.001828,0.009419212941440758
14,0.003,0.003,0.003,0.1569890791672882,0.03644114511711721,0.00225997579344069,0.05,0.001828,0.009419212941440758
15,0.003,0.003,0.003,0.45500851888223715,2.6729721804937256e-05,0.022123438355744127,0.05,0.001828,0.009419212941440758
17,0.003,0.003,0.003,0.510513290039459,0.007390207055643919,0.004081203177615729,0.05,0.001828,0.009419212941440758
16,0.003,0.003,0.003,0.5424766096930986,0.004833169025749655,0.0007307454694487338,0.05,0.001828,0.009419212941440758
18,0.003,0.003,0.003,0.07014052558566217,0.00757465287362602,0.01004259433858882,0.05,0.001828,0.009419212941440758
19,0.003,0.003,0.003,0.4722355692556408,0.0023979658138891663,0.012833590876202814,0.05,0.001828,0.009419212941440758
20,0.003,0.003,0.003,0.1552558021445736,0.012407705900356458,0.00219580123915769,0.05,0.001828,0.009419212941440758
21,0.003,0.003,0.003,0.0335243699620414,0.5706103350602509,4.0673566344588565e-05,0.05,0.001828,0.009419212941440758
22,0.003,0.003,0.003,0.33336423538869675,0.01892147950344244,0.006317867519017365,0.05,0.001828,0.009419212941440758
23,0.003,0.003,0.003,0.00012773855321549665,0.32576806641416933,0.0036014080501061705,0.05,0.001828,0.009419212941440758
24,0.003,0.003,0.003,0.0009595414734361692,0.11504903946063841,0.0008224492291776355,0.05,0.001828,0.009419212941440758
25,0.003,0.003,0.003,7.159879050959406e-05,0.030990989006199274,0.009351535990711663,0.05,0.001828,0.009419212941440758
26,0.003,0.003,0.003,0.04617020533210257,9.126411555571385e-05,0.08657173974706435,0.05,0.001828,0.009419212941440758
27,0.003,0.003,0.003,0.0457214914119932,0.0023906101332371384,0.29810874725819003,0.05,0.001828,0.009419212941440758
29,0.003,0.003,0.003,0.033085607545073704,0.0031954791442481492,0.055238775702567744,0.05,0.001828,0.009419212941440758
28,0.003,0.003,0.003,0.26721598732495466,0.00011071055981591689,0.39986440796719813,0.05,0.001828,0.009419212941440758
31,0.003,0.003,0.003,0.3999712542029811,0.0006253758165301709,0.38456444836639825,0.05,0.001828,0.009419212941440758
30,0.003,0.003,0.003,0.163043654139023,0.00014091563443935606,0.9539790852101072,0.05,0.001828,0.009419212941440758
98,0.002,0.002,0.002,0.7282655297074283,0.5601336990391119,3.1545422421715417e-06,0.05,0.001828,0.009419212941440758
32,0.003,0.003,0.003,0.6097543690767511,0.0029329065863226986,0.4882856406246886,0.05,0.001828,0.009419212941440758
33,0.003,0.003,0.003,0.46704764041565594,0.596780720334707,2.7203674156256227e-06,0.05,0.001828,0.009419212941440758
