random_state,beta_v,beta_P,beta_vP,p_value_v,p_value_P,p_value_vP,alpha,var_intercept,var_residual
32,0.02,0.02,0.02,0.007793802633058505,0.003715050467356963,0.24408494596838226,0.05,0.001967,0.013305959951221604
33,0.02,0.02,0.02,0.0358539015263434,0.03102768633703708,0.020880292013224205,0.05,0.001967,0.013305959951221604
34,0.02,0.02,0.02,0.015014505522451703,0.001962354407434948,0.19976245327234188,0.05,0.001967,0.013305959951221604
35,0.02,0.02,0.02,0.004648908941751012,0.0006653310948977326,0.5903358960584986,0.05,0.001967,0.013305959951221604
36,0.02,0.02,0.02,0.040113347504721245,0.004228281513143521,0.17258117324120104,0.05,0.001967,0.013305959951221604
37,0.02,0.02,0.02,0.0351165152910224,0.0056222560784246105,0.1746688113757241,0.05,0.001967,0.013305959951221604
38,0.02,0.02,0.02,0.7133910120279301,0.013223653417751783,0.11544769520716454,0.05,0.001967,0.013305959951221604
39,0.02,0.02,0.02,0.149357994604066,0.0009505068833670776,0.45231810612083145,0.05,0.001967,0.013305959951221604
40,0.02,0.02,0.02,0.0017508060875424981,0.000245372813895587,0.7744337719708368,0.05,0.001967,0.013305959951221604
41,0.02,0.02,0.02,0.09129296175500813,0.07469359017632005,0.01512208293757859,0.05,0.001967,0.013305959951221604
42,0.02,0.02,0.02,0.29259753060289184,0.007593196113434547,0.11998909319618589,0.05,0.001967,0.013305959951221604
44,0.02,0.02,0.02,0.08487826400710659,0.0010642524107719905,0.41502467159208967,0.05,0.001967,0.013305959951221604
45,0.02,0.02,0.02,0.28639340370772093,0.0046459312883354266,0.32179419326968484,0.05,0.001967,0.013305959951221604
43,0.02,0.02,0.02,0.07718475831761308,0.007577737502080959,0.14615955463866875,0.05,0.001967,0.013305959951221604
46,0.02,0.02,0.02,0.3267688744944418,2.3290817947843933e-05,0.47541210383541554,0.05,0.001967,0.013305959951221604
48,0.02,0.02,0.02,0.12387912289633855,0.00022320116690960546,0.011091575643517588,0.05,0.001967,0.013305959951221604
47,0.02,0.02,0.02,0.049636980519968975,0.0004346902243435894,0.41775576654586977,0.05,0.001967,0.013305959951221604
49,0.02,0.02,0.02,0.2983767034394178,0.004195875038800827,0.0008240160258024904,0.05,0.001967,0.013305959951221604
50,0.02,0.02,0.02,0.15925221622520058,0.0022855975213106534,0.23263900934055315,0.05,0.001967,0.013305959951221604
53,0.02,0.02,0.02,0.20162296483506825,0.003771132437504504,0.0031596846743638025,0.05,0.001967,0.013305959951221604
54,0.02,0.02,0.02,0.5270143077164782,0.002160177101524168,0.007005497655795891,0.05,0.001967,0.013305959951221604
51,0.02,0.02,0.02,0.26293498537500803,0.002662578110025532,0.1459972106722146,0.05,0.001967,0.013305959951221604
52,0.02,0.02,0.02,0.30679212978201775,0.003959942907641775,0.0035788468251114914,0.05,0.001967,0.013305959951221604
55,0.02,0.02,0.02,0.21403073708539988,0.0020211351570616643,0.0037475676308348304,0.05,0.001967,0.013305959951221604
56,0.02,0.02,0.02,0.17994473314195103,0.00024170058026186153,0.028989040090199935,0.05,0.001967,0.013305959951221604
58,0.02,0.02,0.02,0.9630521053770905,0.000274677431729035,0.0011444975331070958,0.05,0.001967,0.013305959951221604
57,0.02,0.02,0.02,0.11333669205982597,0.006108763189127498,0.050052266910952097,0.05,0.001967,0.013305959951221604
59,0.02,0.02,0.02,0.030684731190199377,0.0006942589784671771,0.1732444261710433,0.05,0.001967,0.013305959951221604
60,0.02,0.02,0.02,0.3302138826022103,0.0004933738316971961,0.0059139361761193585,0.05,0.001967,0.013305959951221604
61,0.02,0.02,0.02,0.1268215643935741,0.0018369392443908766,0.11633119232253869,0.05,0.001967,0.013305959951221604
62,0.02,0.02,0.02,0.413524898257299,0.0038676140094336866,0.040401791892082886,0.05,0.001967,0.013305959951221604
66,0.02,0.02,0.02,0.04920327944163421,0.0020741760388514013,0.25323755661997216,0.05,0.001967,0.013305959951221604
63,0.02,0.02,0.02,0.38432612332274263,0.0002806096904515802,0.026500289325301695,0.05,0.001967,0.013305959951221604
64,0.02,0.02,0.02,0.05284899045398671,0.00023656967116952418,0.4740978725324696,0.05,0.001967,0.013305959951221604
65,0.02,0.02,0.02,0.15560695763853233,0.0032142945171028084,0.16070059323486552,0.05,0.001967,0.013305959951221604
69,0.02,0.02,0.02,0.03803615354663549,0.0005997909225633523,0.19956894808949854,0.05,0.001967,0.013305959951221604
67,0.02,0.02,0.02,0.10482267017108032,0.00954175270449198,0.058542244184522974,0.05,0.001967,0.013305959951221604
68,0.02,0.02,0.02,0.018290772883764638,0.00014781494313829353,0.1997150989053572,0.05,0.001967,0.013305959951221604
73,0.02,0.02,0.02,0.15683850611710126,0.010732901272202298,0.0899014115098482,0.05,0.001967,0.013305959951221604
70,0.02,0.02,0.02,0.14881257424984676,0.02421457130941537,0.05440965891442922,0.05,0.001967,0.013305959951221604
72,0.02,0.02,0.02,0.0842649158956662,0.0006348799881304368,0.06109936945123285,0.05,0.001967,0.013305959951221604
71,0.02,0.02,0.02,0.14840654554275742,0.005052692408233703,0.02073143811378616,0.05,0.001967,0.013305959951221604
76,0.02,0.02,0.02,0.0329467048070628,0.0011908763153855057,0.060674064770510155,0.05,0.001967,0.013305959951221604
75,0.02,0.02,0.02,0.02930029833094722,0.0007058324038800356,0.10389128375162333,0.05,0.001967,0.013305959951221604
74,0.02,0.02,0.02,0.0931760735412324,0.00037718300571522507,0.26481311112919437,0.05,0.001967,0.013305959951221604
79,0.02,0.02,0.02,0.1702654307593825,0.03837525951373763,0.019555960038334316,0.05,0.001967,0.013305959951221604
77,0.02,0.02,0.02,0.033841822743784604,0.03319436315367164,0.006610328756037063,0.05,0.001967,0.013305959951221604
78,0.02,0.02,0.02,0.05912434772105519,0.00115663882389729,0.055306365628522834,0.05,0.001967,0.013305959951221604
85,0.02,0.02,0.02,0.4265615016293871,0.05742922709481997,0.0010538112944188812,0.05,0.001967,0.013305959951221604
81,0.02,0.02,0.02,0.019713906337102974,0.0009926554052839473,0.2419937704023104,0.05,0.001967,0.013305959951221604
82,0.02,0.02,0.02,0.013967895809194745,0.014925992183773591,0.027701294276489503,0.05,0.001967,0.013305959951221604
80,0.02,0.02,0.02,0.056061896427875776,0.14144129884048617,0.003108008167757986,0.05,0.001967,0.013305959951221604
84,0.02,0.02,0.02,0.04773929130714501,0.01832204766124399,0.004002126592983577,0.05,0.001967,0.013305959951221604
86,0.02,0.02,0.02,0.06971782583414741,0.004465130257182487,0.06211107412614022,0.05,0.001967,0.013305959951221604
83,0.02,0.02,0.02,0.10607650667278079,0.017585932556904126,0.0009155854966955016,0.05,0.001967,0.013305959951221604
88,0.02,0.02,0.02,1.8733341243927116e-05,6.285179501358845e-06,0.8999231589479957,0.05,0.001967,0.013305959951221604
87,0.02,0.02,0.02,0.006225406358133027,9.344492760130169e-06,0.7132934856671718,0.05,0.001967,0.013305959951221604
90,0.02,0.02,0.02,0.0016839100637005245,1.1932546485802712e-06,0.7938194082420346,0.05,0.001967,0.013305959951221604
92,0.02,0.02,0.02,0.0011703576963255481,7.787770179100775e-06,0.8710930538134414,0.05,0.001967,0.013305959951221604
89,0.02,0.02,0.02,0.018272605092833207,0.0011608253700908665,0.08669649227631834,0.05,0.001967,0.013305959951221604
91,0.02,0.02,0.02,0.02448422937665329,0.005987769095755926,0.03794838790554108,0.05,0.001967,0.013305959951221604
94,0.02,0.02,0.02,0.0014181419676213196,1.468550872014711e-05,0.7361209829755986,0.05,0.001967,0.013305959951221604
93,0.02,0.02,0.02,0.00866167580132253,2.297208019051288e-05,0.4710877473606061,0.05,0.001967,0.013305959951221604
95,0.02,0.02,0.02,0.024252787872542234,0.037301579012162384,0.004527193012471847,0.05,0.001967,0.013305959951221604
96,0.02,0.02,0.02,0.0013738624090766523,3.820047074086531e-05,0.5146552445103397,0.05,0.001967,0.013305959951221604
98,0.02,0.02,0.02,0.7974121341074271,0.04587305094401782,0.0012475397667815952,0.05,0.001967,0.013305959951221604
97,0.02,0.02,0.02,0.9093890137701637,0.19828014550765716,0.00011209555764391222,0.05,0.001967,0.013305959951221604
0,0.025,0.025,0.025,0.37344990626112073,0.0002588738113782235,0.00622892315597341,0.05,0.001967,0.013305959951221604
99,0.02,0.02,0.02,0.8447059433109689,0.014890949995745357,0.0019515797474610739,0.05,0.001967,0.013305959951221604
1,0.025,0.025,0.025,8.251268420777038e-05,1.1741369807490578e-07,0.15197873084232383,0.05,0.001967,0.013305959951221604
2,0.025,0.025,0.025,3.5988612242023153e-05,7.541687561478169e-08,0.7393799098925615,0.05,0.001967,0.013305959951221604
3,0.025,0.025,0.025,0.4590607955828936,0.0011496128014409275,0.008302818298177776,0.05,0.001967,0.013305959951221604
5,0.025,0.025,0.025,1.4177616983544773e-06,6.895655094245027e-12,0.5708785398333922,0.05,0.001967,0.013305959951221604
4,0.025,0.025,0.025,0.7840132191408808,0.005435653760798994,0.00011740137446885157,0.05,0.001967,0.013305959951221604
6,0.025,0.025,0.025,0.2917852851297418,0.00010643737216771507,0.005641011746176833,0.05,0.001967,0.013305959951221604
7,0.025,0.025,0.025,0.003427692664011329,0.0014662806214298762,0.029666509383320407,0.05,0.001967,0.013305959951221604
8,0.025,0.025,0.025,0.0012830098762552792,0.0003362224576957324,0.05170060834664945,0.05,0.001967,0.013305959951221604
9,0.025,0.025,0.025,0.018335778998805032,0.0028809883531948017,0.004582586479625862,0.05,0.001967,0.013305959951221604
10,0.025,0.025,0.025,0.000599184864835679,0.00014781080155872451,0.09967075947398289,0.05,0.001967,0.013305959951221604
15,0.025,0.025,0.025,0.00031450026558551387,0.0003443090801374587,0.06729963339093253,0.05,0.001967,0.013305959951221604
11,0.025,0.025,0.025,0.693141978990881,0.0280870936083223,8.963818738377612e-05,0.05,0.001967,0.013305959951221604
13,0.025,0.025,0.025,0.0007395755742807184,0.0008422944471109541,0.04325599297791238,0.05,0.001967,0.013305959951221604
14,0.025,0.025,0.025,0.4581612024763577,0.00012765412752616462,0.014817196712337798,0.05,0.001967,0.013305959951221604
12,0.025,0.025,0.025,0.45110341160166534,0.001298603736173025,0.0024705115969631992,0.05,0.001967,0.013305959951221604
16,0.025,0.025,0.025,0.00039906818897456086,0.000334677397308459,0.045346666793371036,0.05,0.001967,0.013305959951221604
18,0.025,0.025,0.025,0.004381153851726736,4.268693712565615e-05,0.03387485757449563,0.05,0.001967,0.013305959951221604
17,0.025,0.025,0.025,0.034511956898725375,0.0003155891978702036,0.017501143502243702,0.05,0.001967,0.013305959951221604
20,0.025,0.025,0.025,0.08210026751731847,0.006947570697630739,5.494624190390925e-05,0.05,0.001967,0.013305959951221604
19,0.025,0.025,0.025,0.17867467288758165,0.009004587457716005,0.00013248681882126548,0.05,0.001967,0.013305959951221604
21,0.025,0.025,0.025,0.0531864025828725,0.000561322503851268,0.0028852577062449406,0.05,0.001967,0.013305959951221604
22,0.025,0.025,0.025,0.010700434683664288,0.002036175158904798,0.025210030448758095,0.05,0.001967,0.013305959951221604
24,0.025,0.025,0.025,0.00030030975971849386,2.5628416925032377e-05,0.11248145735696302,0.05,0.001967,0.013305959951221604
23,0.025,0.025,0.025,0.026960217670309792,0.0005588647386514635,0.0033138487640822097,0.05,0.001967,0.013305959951221604
25,0.025,0.025,0.025,0.0010447884359908082,0.0008704423125316006,0.05155472949213044,0.05,0.001967,0.013305959951221604
26,0.025,0.025,0.025,0.0016974270768064037,9.410223786297205e-05,0.003950015314016092,0.05,0.001967,0.013305959951221604
27,0.025,0.025,0.025,0.004330827942370036,1.6986334177454304e-05,0.09162661448271307,0.05,0.001967,0.013305959951221604
28,0.025,0.025,0.025,0.10735734653324423,0.0006441606906028357,0.0293391770649054,0.05,0.001967,0.013305959951221604
29,0.025,0.025,0.025,0.007517678223181172,6.707162233199629e-05,0.1197401351666078,0.05,0.001967,0.013305959951221604
30,0.025,0.025,0.025,0.023474539573998112,3.2628274101757046e-05,0.087391854093285,0.05,0.001967,0.013305959951221604
31,0.025,0.025,0.025,0.00511227066075874,8.524231093003472e-06,0.22556505123694226,0.05,0.001967,0.013305959951221604
34,0.025,0.025,0.025,0.028587823942342203,2.3214642252784536e-05,0.10852415827045861,0.05,0.001967,0.013305959951221604
32,0.025,0.025,0.025,0.01374434001183279,0.01705257204758931,8.110320022192945e-05,0.05,0.001967,0.013305959951221604
33,0.025,0.025,0.025,0.014012925970221548,0.0002868263895468458,0.0041680208362376465,0.05,0.001967,0.013305959951221604
37,0.025,0.025,0.025,0.08041207040613671,3.039561980176831e-06,0.4348156476976751,0.05,0.001967,0.013305959951221604
40,0.025,0.025,0.025,0.038080174800974254,2.7085673208302446e-06,0.312463345848618,0.05,0.001967,0.013305959951221604
35,0.025,0.025,0.025,0.05811821744545225,0.019760166600411418,0.0007834694581018325,0.05,0.001967,0.013305959951221604
36,0.025,0.025,0.025,0.05031593057787208,0.007822818574188515,0.02047569060731481,0.05,0.001967,0.013305959951221604
39,0.025,0.025,0.025,0.017968711997787403,1.7870107831181063e-06,0.5363547517794522,0.05,0.001967,0.013305959951221604
38,0.025,0.025,0.025,0.027570546412757132,4.631057885805989e-08,0.26559178338159095,0.05,0.001967,0.013305959951221604
43,0.025,0.025,0.025,0.009045803969565312,0.00025649502789874677,0.1210038524701037,0.05,0.001967,0.013305959951221604
46,0.025,0.025,0.025,5.12073985767748e-05,1.7256849719531424e-05,0.21405943860459486,0.05,0.001967,0.013305959951221604
41,0.025,0.025,0.025,0.0763123231971453,3.5926774350627168e-06,0.26652381088147115,0.05,0.001967,0.013305959951221604
42,0.025,0.025,0.025,0.0013398762558005685,1.6311707046451436e-07,0.8604593949125638,0.05,0.001967,0.013305959951221604
45,0.025,0.025,0.025,1.0742929475244408e-05,1.128872944647344e-06,0.4240975683794147,0.05,0.001967,0.013305959951221604
44,0.025,0.025,0.025,0.060895967237015076,0.00042308103174586766,0.027485933210890386,0.05,0.001967,0.013305959951221604
48,0.025,0.025,0.025,0.011501368006052923,8.55368199971013e-09,0.8356166996369367,0.05,0.001967,0.013305959951221604
49,0.025,0.025,0.025,1.503080118432145e-08,8.761750598617435e-06,0.41786075735409955,0.05,0.001967,0.013305959951221604
47,0.025,0.025,0.025,0.025128235903173122,0.00024312237940317567,0.033999793150129846,0.05,0.001967,0.013305959951221604
51,0.025,0.025,0.025,0.0015390912815789416,1.1827698653486544e-07,0.538914850993335,0.05,0.001967,0.013305959951221604
54,0.025,0.025,0.025,8.693134922936561e-07,3.27889012744442e-06,0.2412295756556334,0.05,0.001967,0.013305959951221604
50,0.025,0.025,0.025,5.4319270164657314e-05,2.8334731688718147e-06,0.5455887755031346,0.05,0.001967,0.013305959951221604
53,0.025,0.025,0.025,3.422827263766679e-05,3.1272651374937844e-06,0.47871623877869374,0.05,0.001967,0.013305959951221604
52,0.025,0.025,0.025,0.00454927137453869,0.001629401658940143,0.040713281307104866,0.05,0.001967,0.013305959951221604
55,0.025,0.025,0.025,0.000273458478900303,0.0004111707760873739,0.1384369592989508,0.05,0.001967,0.013305959951221604
56,0.025,0.025,0.025,0.059836990454557704,4.180412684877815e-06,0.3797476443566129,0.05,0.001967,0.013305959951221604
60,0.025,0.025,0.025,7.833079672278873e-08,5.182172461520876e-08,0.912593315458931,0.05,0.001967,0.013305959951221604
57,0.025,0.025,0.025,4.0201322959556697e-07,1.93007558218666e-07,0.8100529973354781,0.05,0.001967,0.013305959951221604
58,0.025,0.025,0.025,0.006390279208238717,0.0053140557453790985,0.00525845706733942,0.05,0.001967,0.013305959951221604
61,0.025,0.025,0.025,0.0018976246886723235,0.00010244671605177022,0.04956992191590897,0.05,0.001967,0.013305959951221604
59,0.025,0.025,0.025,0.007340277068574796,8.430620109027546e-09,0.7549206329666429,0.05,0.001967,0.013305959951221604
64,0.025,0.025,0.025,0.000833090171395943,1.6660389703217516e-08,0.8769861324265563,0.05,0.001967,0.013305959951221604
62,0.025,0.025,0.025,0.033905393056777554,0.0017625886149646747,0.005665527404951643,0.05,0.001967,0.013305959951221604
65,0.025,0.025,0.025,4.347645440017557e-05,1.824205421280351e-09,0.6813294439435786,0.05,0.001967,0.013305959951221604
63,0.025,0.025,0.025,0.0023441816667553257,0.0009528494921030419,0.023015944016398292,0.05,0.001967,0.013305959951221604
67,0.025,0.025,0.025,0.005830322286552255,7.32404515853702e-05,0.03924649061124277,0.05,0.001967,0.013305959951221604
69,0.025,0.025,0.025,2.789924707081372e-05,2.0586293484116308e-08,0.816769906495009,0.05,0.001967,0.013305959951221604
66,0.025,0.025,0.025,1.3665919294111089e-05,1.2435100552755095e-06,0.2702505177467178,0.05,0.001967,0.013305959951221604
68,0.025,0.025,0.025,0.03732135994218897,0.0012379514609397754,0.017271111676721886,0.05,0.001967,0.013305959951221604
71,0.025,0.025,0.025,1.9167928526497677e-07,5.380751762372865e-08,0.8697763409617969,0.05,0.001967,0.013305959951221604
70,0.025,0.025,0.025,3.4163361152631588e-06,2.108740954896886e-08,0.6325497654111409,0.05,0.001967,0.013305959951221604
73,0.025,0.025,0.025,0.00029398293358995613,3.2029344567450884e-09,0.7171994779389302,0.05,0.001967,0.013305959951221604
74,0.025,0.025,0.025,0.0007858342995544278,6.11856939708535e-07,0.4971197862468688,0.05,0.001967,0.013305959951221604
72,0.025,0.025,0.025,2.837510466098314e-05,7.797302635618577e-10,0.7825791316869495,0.05,0.001967,0.013305959951221604
75,0.025,0.025,0.025,2.710584226530997e-05,1.4903805376867563e-08,0.9769505466514414,0.05,0.001967,0.013305959951221604
80,0.025,0.025,0.025,0.0008729380422949566,0.0012211713768393493,0.058709843853984006,0.05,0.001967,0.013305959951221604
77,0.025,0.025,0.025,3.799214062054207e-05,2.1760088770809596e-08,0.8590162490196247,0.05,0.001967,0.013305959951221604
78,0.025,0.025,0.025,0.0013793450147327785,0.006431629534588968,0.010250556538106555,0.05,0.001967,0.013305959951221604
79,0.025,0.025,0.025,4.1743284212967875e-05,8.639681832342426e-10,0.6230037316225223,0.05,0.001967,0.013305959951221604
76,0.025,0.025,0.025,1.1468017038219137e-05,4.896867825766045e-08,0.8290414052432804,0.05,0.001967,0.013305959951221604
81,0.025,0.025,0.025,0.00014709045984317255,2.2432286316927585e-08,0.6471522292281358,0.05,0.001967,0.013305959951221604
83,0.025,0.025,0.025,0.04776856277407532,0.00023745056826388094,0.01279479010145934,0.05,0.001967,0.013305959951221604
82,0.025,0.025,0.025,4.324819808713857e-05,1.1273302314166425e-10,0.4226707245749707,0.05,0.001967,0.013305959951221604
84,0.025,0.025,0.025,0.011935681245646514,3.772616983644906e-05,0.1155857140546566,0.05,0.001967,0.013305959951221604
89,0.025,0.025,0.025,0.00028337403395040626,1.8210699409509133e-10,0.9564671956599697,0.05,0.001967,0.013305959951221604
86,0.025,0.025,0.025,1.620355613089855e-05,3.4550442321558756e-09,0.39674152410240326,0.05,0.001967,0.013305959951221604
88,0.025,0.025,0.025,2.456496291854434e-05,1.611951212153137e-09,0.49021091638322223,0.05,0.001967,0.013305959951221604
85,0.025,0.025,0.025,0.00022241519022717625,4.599944820728952e-09,0.8637809024654481,0.05,0.001967,0.013305959951221604
87,0.025,0.025,0.025,0.012003412290878321,1.0343244398465052e-05,0.16990621413823648,0.05,0.001967,0.013305959951221604
90,0.025,0.025,0.025,1.1255856133219854e-05,5.944768093116295e-12,0.741818239890182,0.05,0.001967,0.013305959951221604
93,0.025,0.025,0.025,0.06300814254840321,7.95988153109184e-05,0.02496213089603574,0.05,0.001967,0.013305959951221604
91,0.025,0.025,0.025,0.01914605902354017,0.0001091879042464716,0.035003435014877675,0.05,0.001967,0.013305959951221604
92,0.025,0.025,0.025,0.0006174441648184356,2.0317687303006493e-12,0.6913637522888672,0.05,0.001967,0.013305959951221604
94,0.025,0.025,0.025,9.215471511925675e-05,5.145431220730295e-14,0.3280092102593729,0.05,0.001967,0.013305959951221604
97,0.025,0.025,0.025,0.0009513306328559122,2.6610557266749533e-09,0.35116045235928217,0.05,0.001967,0.013305959951221604
95,0.025,0.025,0.025,0.03732267369658622,3.886850564639398e-05,0.09012243396416328,0.05,0.001967,0.013305959951221604
98,0.025,0.025,0.025,0.005298087064136879,1.3570314119503404e-05,0.0563078171018013,0.05,0.001967,0.013305959951221604
0,0.03,0.03,0.03,2.4673495417519555e-05,1.7239875909832134e-06,0.0543408472210282,0.05,0.001967,0.013305959951221604
99,0.025,0.025,0.025,0.0005293465922509936,2.3871011876988343e-11,0.9655865277853194,0.05,0.001967,0.013305959951221604
96,0.025,0.025,0.025,0.00035356128798890585,2.3116027226689144e-10,0.8831217081310875,0.05,0.001967,0.013305959951221604
1,0.03,0.03,0.03,4.922592107998267e-05,1.482159297955163e-16,0.8495394047688412,0.05,0.001967,0.013305959951221604
2,0.03,0.03,0.03,0.0014036360906657414,3.78654024272519e-13,0.5342641692871357,0.05,0.001967,0.013305959951221604
5,0.03,0.03,0.03,0.0003280385742226507,1.4380146302739357e-08,0.1091388249213636,0.05,0.001967,0.013305959951221604
3,0.03,0.03,0.03,1.0618999405184195e-06,2.3841750452720436e-07,0.03656226246108098,0.05,0.001967,0.013305959951221604
4,0.03,0.03,0.03,2.031308787660359e-07,6.230398044928591e-10,0.25473659990322306,0.05,0.001967,0.013305959951221604
6,0.03,0.03,0.03,0.0016635860142328335,5.297963825257228e-13,0.3350431251030067,0.05,0.001967,0.013305959951221604
7,0.03,0.03,0.03,1.3211767412236425e-05,1.8351650396473288e-13,0.845194132915795,0.05,0.001967,0.013305959951221604
8,0.03,0.03,0.03,0.00014455239518462745,5.5002132888930215e-14,0.589692488871253,0.05,0.001967,0.013305959951221604
9,0.03,0.03,0.03,1.803682985954377e-06,2.8221518749720424e-08,0.09716680985229764,0.05,0.001967,0.013305959951221604
11,0.03,0.03,0.03,9.194901429337632e-08,2.0226925945714763e-10,0.36385746638812266,0.05,0.001967,0.013305959951221604
10,0.03,0.03,0.03,0.010063853613653535,1.3810438081741859e-05,0.004667937290349641,0.05,0.001967,0.013305959951221604
13,0.03,0.03,0.03,2.4616791238513283e-05,8.531451956266588e-16,0.7453837867757345,0.05,0.001967,0.013305959951221604
12,0.03,0.03,0.03,8.220751527553921e-08,4.79404372440509e-10,0.21457588292150553,0.05,0.001967,0.013305959951221604
14,0.03,0.03,0.03,0.03520182439271553,7.876004080914157e-06,0.0007846136255070918,0.05,0.001967,0.013305959951221604
15,0.03,0.03,0.03,0.0738983773673446,9.921532211177908e-07,0.026951039246654086,0.05,0.001967,0.013305959951221604
16,0.03,0.03,0.03,6.323807585676937e-06,2.6601124839500646e-09,0.03988003519105798,0.05,0.001967,0.013305959951221604
17,0.03,0.03,0.03,2.628099750551887e-06,1.3490798820126008e-10,0.24155810287417556,0.05,0.001967,0.013305959951221604
18,0.03,0.03,0.03,1.2692502300822869e-06,2.9345689405721736e-09,0.07484352574212294,0.05,0.001967,0.013305959951221604
20,0.03,0.03,0.03,0.02461569938138958,2.2432589960584784e-06,0.009463253788153861,0.05,0.001967,0.013305959951221604
21,0.03,0.03,0.03,0.0022311696712382623,1.3428159979151347e-12,0.07515193252236652,0.05,0.001967,0.013305959951221604
19,0.03,0.03,0.03,0.036706692782638245,1.39545973031156e-06,0.0032607017610527533,0.05,0.001967,0.013305959951221604
23,0.03,0.03,0.03,0.003906678851472283,3.38290257448582e-08,0.03859545331216826,0.05,0.001967,0.013305959951221604
22,0.03,0.03,0.03,3.924033078322221e-08,1.3525370729565167e-09,0.2871286103268841,0.05,0.001967,0.013305959951221604
25,0.03,0.03,0.03,0.0024208997197752487,6.059625879779259e-07,0.18939578794642242,0.05,0.001967,0.013305959951221604
28,0.03,0.03,0.03,0.041868901906499216,1.1242349805349795e-06,0.0015296467513152862,0.05,0.001967,0.013305959951221604
24,0.03,0.03,0.03,0.001132649631679417,1.5023674292162316e-05,0.10568859606015409,0.05,0.001967,0.013305959951221604
27,0.03,0.03,0.03,0.07607462682087447,7.202517938314207e-07,0.0020883989732825518,0.05,0.001967,0.013305959951221604
26,0.03,0.03,0.03,0.010082465333132562,3.7819956497224463e-07,0.01770661631387101,0.05,0.001967,0.013305959951221604
29,0.03,0.03,0.03,0.0009726708562337126,1.3908730782643768e-06,0.09319418748687709,0.05,0.001967,0.013305959951221604
31,0.03,0.03,0.03,1.919946587770542e-05,1.0721388475732199e-07,0.4093428256330752,0.05,0.001967,0.013305959951221604
33,0.03,0.03,0.03,0.024898404136724745,2.988674314644844e-06,0.005149285167400368,0.05,0.001967,0.013305959951221604
30,0.03,0.03,0.03,1.2162758394028908e-06,4.803914169756523e-09,0.09682079359114533,0.05,0.001967,0.013305959951221604
32,0.03,0.03,0.03,0.0003193008553049206,3.1943733413110484e-07,0.20727590852336408,0.05,0.001967,0.013305959951221604
34,0.03,0.03,0.03,0.00027507815059884015,3.9440307611338936e-07,0.03761582118843132,0.05,0.001967,0.013305959951221604
35,0.03,0.03,0.03,0.000140751585191391,2.125580812565061e-08,0.24287189244920326,0.05,0.001967,0.013305959951221604
41,0.03,0.03,0.03,0.0038428230055394213,6.200357351935233e-06,0.056886171283584766,0.05,0.001967,0.013305959951221604
36,0.03,0.03,0.03,0.0014214697263187112,4.882740682265787e-08,0.0883840346529864,0.05,0.001967,0.013305959951221604
38,0.03,0.03,0.03,0.00041771606267667233,3.779697796812939e-07,0.09593438399740352,0.05,0.001967,0.013305959951221604
37,0.03,0.03,0.03,0.00986653465241028,6.223621473094402e-06,0.02826035304137591,0.05,0.001967,0.013305959951221604
42,0.03,0.03,0.03,0.010907505778077104,2.568916737136771e-07,0.010607023984581,0.05,0.001967,0.013305959951221604
39,0.03,0.03,0.03,0.02376994652536848,3.077281547172427e-06,0.03808374724518791,0.05,0.001967,0.013305959951221604
40,0.03,0.03,0.03,0.0011586019385319514,5.164333632290151e-07,0.05337122203013898,0.05,0.001967,0.013305959951221604
43,0.03,0.03,0.03,0.05950267954496216,5.296138062241299e-07,0.004441913397564177,0.05,0.001967,0.013305959951221604
44,0.03,0.03,0.03,0.0002512039973999526,3.2767994389529692e-06,0.07339345344476984,0.05,0.001967,0.013305959951221604
45,0.03,0.03,0.03,0.007870095536092275,8.389330294633518e-07,0.0711717608508037,0.05,0.001967,0.013305959951221604
47,0.03,0.03,0.03,0.000190654168263142,1.4865010515013766e-07,0.0714558787178317,0.05,0.001967,0.013305959951221604
46,0.03,0.03,0.03,0.002209611167414881,4.412227113843049e-07,0.010857780337468903,0.05,0.001967,0.013305959951221604
52,0.03,0.03,0.03,0.000431203203250991,3.695737201552138e-07,0.1378948226344875,0.05,0.001967,0.013305959951221604
48,0.03,0.03,0.03,0.0435716082916561,5.244699740740307e-05,0.006317029235538672,0.05,0.001967,0.013305959951221604
49,0.03,0.03,0.03,0.06739875741133532,5.345192701936694e-06,0.004103834893666797,0.05,0.001967,0.013305959951221604
50,0.03,0.03,0.03,0.0003045949289489997,5.5602961607992443e-08,0.2893138938082729,0.05,0.001967,0.013305959951221604
51,0.03,0.03,0.03,0.00020843939916180435,1.0090648504929169e-08,0.09657694516013351,0.05,0.001967,0.013305959951221604
55,0.03,0.03,0.03,7.480869678099055e-05,1.5961057508062596e-09,0.5698821762462652,0.05,0.001967,0.013305959951221604
53,0.03,0.03,0.03,0.0002789665021806041,6.224443909555935e-08,0.27928412815876136,0.05,0.001967,0.013305959951221604
57,0.03,0.03,0.03,0.0002581029999321271,3.0753878314008798e-06,0.03914213085650873,0.05,0.001967,0.013305959951221604
58,0.03,0.03,0.03,0.00016270625125870984,2.9863279099496876e-07,0.2564896633846764,0.05,0.001967,0.013305959951221604
54,0.03,0.03,0.03,0.0008743026621600309,4.079980438319249e-07,0.1597020561754382,0.05,0.001967,0.013305959951221604
56,0.03,0.03,0.03,0.000826351475798532,1.919402553411073e-08,0.13219556998688034,0.05,0.001967,0.013305959951221604
