random_state,beta_v,beta_P,beta_vP,p_value_v,p_value_P,p_value_vP,alpha,var_intercept,var_residual
26,0.015,0.015,0.015,0.45856831887442495,0.1641921443760227,0.016462589128487456,0.05,0.001967,0.013305959951221604
29,0.015,0.015,0.015,0.5142688314958687,0.35781007487625427,0.014014338272414559,0.05,0.001967,0.013305959951221604
30,0.015,0.015,0.015,0.6515350120096728,0.10030038664459884,0.023623271863004322,0.05,0.001967,0.013305959951221604
28,0.015,0.015,0.015,0.09606390498447565,0.18191779212832038,0.018225030626273002,0.05,0.001967,0.013305959951221604
31,0.015,0.015,0.015,0.0783753013455775,0.034163394710112246,0.22634164395702117,0.05,0.001967,0.013305959951221604
37,0.015,0.015,0.015,0.3871519997772548,0.2839221637277106,0.06329598156397494,0.05,0.001967,0.013305959951221604
33,0.015,0.015,0.015,0.11929887946261439,0.022804898938189856,0.2848940246603595,0.05,0.001967,0.013305959951221604
34,0.015,0.015,0.015,0.05607958039840462,0.0006071891633999474,0.7104893247226239,0.05,0.001967,0.013305959951221604
38,0.015,0.015,0.015,0.019502978455509745,0.0003726055466992587,0.8495285957773797,0.05,0.001967,0.013305959951221604
36,0.015,0.015,0.015,0.06953258126046612,0.16164288435723584,0.12301067891373145,0.05,0.001967,0.013305959951221604
32,0.015,0.015,0.015,0.02470856268648929,0.00418583003407789,0.5068344647048509,0.05,0.001967,0.013305959951221604
35,0.015,0.015,0.015,0.01802623538644887,0.07805409964216577,0.21420439586317674,0.05,0.001967,0.013305959951221604
39,0.015,0.015,0.015,0.36299151509024574,0.09700423210790238,0.172955696904605,0.05,0.001967,0.013305959951221604
40,0.015,0.015,0.015,0.1312984145585782,0.07017748750510247,0.16964733260561005,0.05,0.001967,0.013305959951221604
41,0.015,0.015,0.015,0.011143079521288886,0.001040400570250363,0.5348650308294309,0.05,0.001967,0.013305959951221604
42,0.015,0.015,0.015,0.044309025021736365,0.00016719444624825364,0.9903127316792817,0.05,0.001967,0.013305959951221604
44,0.015,0.015,0.015,0.8880808142893923,0.31867515120398615,0.00316888492454319,0.05,0.001967,0.013305959951221604
43,0.015,0.015,0.015,0.1121640577611991,0.0005129198845340132,0.9665835403974874,0.05,0.001967,0.013305959951221604
47,0.015,0.015,0.015,0.021059369463342817,0.00010411888348421697,0.5617843894381551,0.05,0.001967,0.013305959951221604
46,0.015,0.015,0.015,0.024386832220514645,0.0010672064533611139,0.879396147686414,0.05,0.001967,0.013305959951221604
45,0.015,0.015,0.015,0.1353644770166386,0.00037040100641051954,0.7152909217456253,0.05,0.001967,0.013305959951221604
48,0.015,0.015,0.015,0.027253554199559327,9.045053675361828e-05,0.5819418258789149,0.05,0.001967,0.013305959951221604
49,0.015,0.015,0.015,0.1113835115650593,0.0001531967787434568,0.745311299614895,0.05,0.001967,0.013305959951221604
50,0.015,0.015,0.015,0.03186695817822615,0.00031183505891390083,0.9763428885493358,0.05,0.001967,0.013305959951221604
51,0.015,0.015,0.015,0.15810453191317653,0.024425600541469198,0.06712844175524564,0.05,0.001967,0.013305959951221604
57,0.015,0.015,0.015,0.09951845419563975,0.033247977844521936,0.08831918822665154,0.05,0.001967,0.013305959951221604
58,0.015,0.015,0.015,0.45179797955789247,0.11155074169002588,0.015758540264553558,0.05,0.001967,0.013305959951221604
52,0.015,0.015,0.015,0.7969847452350849,0.5028962885574506,0.0024894412471409937,0.05,0.001967,0.013305959951221604
56,0.015,0.015,0.015,0.325908362431799,0.09953461274416248,0.021988311715108816,0.05,0.001967,0.013305959951221604
53,0.015,0.015,0.015,0.4702340659463694,0.11821009773252451,0.07906721296791877,0.05,0.001967,0.013305959951221604
54,0.015,0.015,0.015,0.7191535436427436,0.08224842529638796,0.018327162512241386,0.05,0.001967,0.013305959951221604
55,0.015,0.015,0.015,0.10632460785379785,0.022608128431430174,0.21301747042841335,0.05,0.001967,0.013305959951221604
59,0.015,0.015,0.015,0.15160622220407943,0.02217830912612121,0.1947419538075994,0.05,0.001967,0.013305959951221604
60,0.015,0.015,0.015,0.24812592921590193,0.02891086065488306,0.03645053885281039,0.05,0.001967,0.013305959951221604
61,0.015,0.015,0.015,0.12329843235237942,0.024786755037885282,0.2477341496087343,0.05,0.001967,0.013305959951221604
62,0.015,0.015,0.015,0.22510031641896033,0.01143409128163612,0.26219647909745625,0.05,0.001967,0.013305959951221604
63,0.015,0.015,0.015,0.10847264826949161,0.0014480452945202361,0.2533502192210675,0.05,0.001967,0.013305959951221604
64,0.015,0.015,0.015,0.40817102276326567,0.024572867269903882,0.2024884555079257,0.05,0.001967,0.013305959951221604
69,0.015,0.015,0.015,0.06932746038043412,0.0002941989676878239,0.6231950891953737,0.05,0.001967,0.013305959951221604
67,0.015,0.015,0.015,0.23592493292432715,0.06564707444610164,0.08283696425947824,0.05,0.001967,0.013305959951221604
66,0.015,0.015,0.015,0.17119017586975416,0.018898790153169535,0.6907504998814686,0.05,0.001967,0.013305959951221604
65,0.015,0.015,0.015,0.14392290771284705,0.01862589576295218,0.20165945495055326,0.05,0.001967,0.013305959951221604
68,0.015,0.015,0.015,0.08628360136295805,0.019829627569833686,0.3130496981003429,0.05,0.001967,0.013305959951221604
70,0.015,0.015,0.015,0.1673225839503235,0.012820191083595263,0.287850622315181,0.05,0.001967,0.013305959951221604
72,0.015,0.015,0.015,0.3720787048314702,0.0849700236152416,0.654382872114732,0.05,0.001967,0.013305959951221604
71,0.015,0.015,0.015,0.12818178095403843,0.06384789357865583,0.8741140000000484,0.05,0.001967,0.013305959951221604
74,0.015,0.015,0.015,0.4464866747920483,0.07657012930870838,0.6858178882604189,0.05,0.001967,0.013305959951221604
73,0.015,0.015,0.015,0.184170189642907,0.026815810882285754,0.9351361953396544,0.05,0.001967,0.013305959951221604
76,0.015,0.015,0.015,0.35434478559990346,0.08734117290546438,0.9264449252210113,0.05,0.001967,0.013305959951221604
77,0.015,0.015,0.015,0.015716126146236666,0.04376282095969958,0.16769244393444938,0.05,0.001967,0.013305959951221604
75,0.015,0.015,0.015,0.4625111060915884,0.007834046193859589,0.7404905596575919,0.05,0.001967,0.013305959951221604
79,0.015,0.015,0.015,0.10666032065398418,0.0221609375143404,0.9710538238262668,0.05,0.001967,0.013305959951221604
78,0.015,0.015,0.015,0.5620315268427281,0.03719522181100781,0.5763909302332911,0.05,0.001967,0.013305959951221604
80,0.015,0.015,0.015,0.2673071811696013,0.056631748656923914,0.5998817564878223,0.05,0.001967,0.013305959951221604
82,0.015,0.015,0.015,0.05532479950680896,0.11605602410654207,0.08373800702958156,0.05,0.001967,0.013305959951221604
83,0.015,0.015,0.015,0.036475078509553734,0.03740798604112099,0.15987080648223218,0.05,0.001967,0.013305959951221604
81,0.015,0.015,0.015,0.05286355269455818,0.09758118930503475,0.06745660614559379,0.05,0.001967,0.013305959951221604
86,0.015,0.015,0.015,0.0025898573016060796,0.0018696526739910336,0.8066904010047014,0.05,0.001967,0.013305959951221604
84,0.015,0.015,0.015,0.001990897482512057,0.0004370419672443107,0.9449167893786542,0.05,0.001967,0.013305959951221604
87,0.015,0.015,0.015,0.018516263959461075,0.00818297501962636,0.13277334384808656,0.05,0.001967,0.013305959951221604
88,0.015,0.015,0.015,0.022105076437891627,0.027802352852665087,0.2709678244015744,0.05,0.001967,0.013305959951221604
85,0.015,0.015,0.015,0.08989581028970083,0.0025018484369672116,0.32172309580021086,0.05,0.001967,0.013305959951221604
89,0.015,0.015,0.015,0.010672354863623137,0.05552275683493005,0.27484331018167674,0.05,0.001967,0.013305959951221604
90,0.015,0.015,0.015,0.016894028045875375,0.09018770424019841,0.13314169846223353,0.05,0.001967,0.013305959951221604
91,0.015,0.015,0.015,0.006907091888552819,0.00030574736945749583,0.7195940250082887,0.05,0.001967,0.013305959951221604
93,0.015,0.015,0.015,0.013674973981030106,0.0056534284941947635,0.755889462202019,0.05,0.001967,0.013305959951221604
92,0.015,0.015,0.015,0.017342690036520773,0.0008898903213388282,0.7919216030714542,0.05,0.001967,0.013305959951221604
95,0.015,0.015,0.015,0.026971163771744196,0.015014490781527917,0.4887592356614602,0.05,0.001967,0.013305959951221604
94,0.015,0.015,0.015,0.6122136867178732,0.03585715664895321,0.006386235646517627,0.05,0.001967,0.013305959951221604
98,0.015,0.015,0.015,0.008343100296551968,0.019836818043715447,0.4070058351266732,0.05,0.001967,0.013305959951221604
97,0.015,0.015,0.015,0.000287765628674301,0.0002712702838664793,0.8918254007117885,0.05,0.001967,0.013305959951221604
96,0.015,0.015,0.015,0.002810855301546051,0.0031075556594171105,0.9088025552799991,0.05,0.001967,0.013305959951221604
99,0.015,0.015,0.015,0.011463143210263196,0.000627291482859249,0.836639234260317,0.05,0.001967,0.013305959951221604
1,0.02,0.02,0.02,0.2103346382314587,0.006391956878181397,0.0058398362876580815,0.05,0.001967,0.013305959951221604
0,0.02,0.02,0.02,3.7630200013203385e-05,8.75658873963987e-06,0.8569331662448237,0.05,0.001967,0.013305959951221604
2,0.02,0.02,0.02,0.20917234974650822,0.0019867798826415676,0.0032768351271176025,0.05,0.001967,0.013305959951221604
4,0.02,0.02,0.02,0.1606184284670087,0.0014589166306281983,0.010633730365082188,0.05,0.001967,0.013305959951221604
3,0.02,0.02,0.02,0.07237505631004126,0.003706084090020628,0.007265352691980524,0.05,0.001967,0.013305959951221604
5,0.02,0.02,0.02,0.005306984824344023,0.00039559278374381513,0.9233787143757094,0.05,0.001967,0.013305959951221604
6,0.02,0.02,0.02,0.047883643446683444,0.00021467176346016783,0.03204104342159117,0.05,0.001967,0.013305959951221604
9,0.02,0.02,0.02,0.1002811727914578,0.024441877363169863,0.0007681388530777452,0.05,0.001967,0.013305959951221604
12,0.02,0.02,0.02,0.074422699536192,0.0010084440689500926,0.6170965030940245,0.05,0.001967,0.013305959951221604
8,0.02,0.02,0.02,0.4782356649163295,0.008294916511331699,0.00044009475172686807,0.05,0.001967,0.013305959951221604
7,0.02,0.02,0.02,0.23443118112514372,0.007675252537525361,0.014576743050114385,0.05,0.001967,0.013305959951221604
10,0.02,0.02,0.02,0.02420125223321773,0.0004836418676818028,0.5387532105154247,0.05,0.001967,0.013305959951221604
11,0.02,0.02,0.02,0.511982491656947,0.05722519843984743,0.0004801330046688187,0.05,0.001967,0.013305959951221604
13,0.02,0.02,0.02,0.06676290739046778,0.00026807160363369423,0.9392816645871673,0.05,0.001967,0.013305959951221604
14,0.02,0.02,0.02,0.03627411250652498,0.00030048004194488056,0.3733891170942705,0.05,0.001967,0.013305959951221604
16,0.02,0.02,0.02,0.06764447742831067,2.368606145525324e-05,0.5393549457738518,0.05,0.001967,0.013305959951221604
17,0.02,0.02,0.02,0.06881843415706153,0.0035843952908737237,0.2899047877918598,0.05,0.001967,0.013305959951221604
15,0.02,0.02,0.02,0.07546238564961442,0.04615887604747151,0.005511684475565229,0.05,0.001967,0.013305959951221604
18,0.02,0.02,0.02,0.06183894198320322,0.01901793242612444,0.04978867013803243,0.05,0.001967,0.013305959951221604
19,0.02,0.02,0.02,0.07186377236005564,0.0070880036179709035,0.17370942103761444,0.05,0.001967,0.013305959951221604
20,0.02,0.02,0.02,0.07367090518315139,0.0001770457715275821,0.4893553205897633,0.05,0.001967,0.013305959951221604
22,0.02,0.02,0.02,0.02658657101844403,8.403541231486921e-05,0.935300165322699,0.05,0.001967,0.013305959951221604
21,0.02,0.02,0.02,0.015054167319848722,0.11027969635528112,0.025380746330675982,0.05,0.001967,0.013305959951221604
23,0.02,0.02,0.02,0.14692126038157755,0.32751173454519156,0.009193465137768825,0.05,0.001967,0.013305959951221604
24,0.02,0.02,0.02,0.047615303873753095,0.22334271023654795,0.011297608436112478,0.05,0.001967,0.013305959951221604
25,0.02,0.02,0.02,0.0983759688683107,0.2577007693709463,0.0077658818742418695,0.05,0.001967,0.013305959951221604
26,0.02,0.02,0.02,0.011660501476035288,0.08665844586710161,0.06582621969444076,0.05,0.001967,0.013305959951221604
29,0.02,0.02,0.02,0.009593828824369707,0.01766613802324597,0.02800416620102917,0.05,0.001967,0.013305959951221604
27,0.02,0.02,0.02,0.007752570867126512,0.0008267664579206253,0.2857865222788153,0.05,0.001967,0.013305959951221604
28,0.02,0.02,0.02,0.023869087688392368,0.002976365399310509,0.2190583435736302,0.05,0.001967,0.013305959951221604
30,0.02,0.02,0.02,0.1192016145170871,0.0708300275992953,0.02744272771214986,0.05,0.001967,0.013305959951221604
31,0.02,0.02,0.02,0.14277926091764837,0.3566410744979781,0.009834169933931413,0.05,0.001967,0.013305959951221604
