random_state,beta_E,beta_P,beta_EP,p_value_E,p_value_P,p_value_EP,alpha,var_intercept,var_residual
181,0.002,0.002,0.002,0.002768831736325633,0.07866187302686423,0.9442852041523675,0.05,0.002526231453446575,0.011919028172987234
180,0.002,0.002,0.002,0.0661704172702114,0.10267598491127178,0.7152901325655276,0.05,0.002526231453446575,0.011919028172987234
182,0.002,0.002,0.002,0.20259071580829924,0.13838197893983412,0.5366086686987879,0.05,0.002526231453446575,0.011919028172987234
183,0.002,0.002,0.002,0.03480868556056568,0.018808144743412313,0.2541373646491658,0.05,0.002526231453446575,0.011919028172987234
184,0.002,0.002,0.002,0.16495101153871583,0.3133223494187284,0.4760503201280507,0.05,0.002526231453446575,0.011919028172987234
186,0.002,0.002,0.002,0.034643425543251526,0.15332188713329073,0.9326771839551481,0.05,0.002526231453446575,0.011919028172987234
185,0.002,0.002,0.002,0.007104289546657918,0.11199973569899405,0.9990911391537168,0.05,0.002526231453446575,0.011919028172987234
187,0.002,0.002,0.002,0.0028621138705439927,0.0031548371073427442,0.24955311120382406,0.05,0.002526231453446575,0.011919028172987234
188,0.002,0.002,0.002,0.06843265740087179,0.5184116426533574,0.09009349022340724,0.05,0.002526231453446575,0.011919028172987234
189,0.002,0.002,0.002,0.44949069259224983,0.4322452146251424,0.9136308784716274,0.05,0.002526231453446575,0.011919028172987234
191,0.002,0.002,0.002,0.22588534147518746,0.6674691478559682,0.04609382563823947,0.05,0.002526231453446575,0.011919028172987234
190,0.002,0.002,0.002,0.5393950040357368,0.3894501062800816,0.11273490977859445,0.05,0.002526231453446575,0.011919028172987234
192,0.002,0.002,0.002,0.27487297763144325,0.9044411084693041,0.06479986392017634,0.05,0.002526231453446575,0.011919028172987234
194,0.002,0.002,0.002,0.44104974593940593,0.7575554772024742,0.27179301499688246,0.05,0.002526231453446575,0.011919028172987234
195,0.002,0.002,0.002,0.6154234851453966,0.7714068830428245,0.09330314521749872,0.05,0.002526231453446575,0.011919028172987234
193,0.002,0.002,0.002,0.1872892855171684,0.1805187073522061,0.408565776866179,0.05,0.002526231453446575,0.011919028172987234
197,0.002,0.002,0.002,0.39173665839644023,0.751801278129245,0.1200903519284818,0.05,0.002526231453446575,0.011919028172987234
196,0.002,0.002,0.002,0.6103689004935284,0.5912652950096318,0.9843078062858859,0.05,0.002526231453446575,0.011919028172987234
198,0.002,0.002,0.002,0.08088306108646227,0.6672800443096667,0.09765316114954734,0.05,0.002526231453446575,0.011919028172987234
199,0.002,0.002,0.002,0.24453375417911527,0.33120922772902395,0.9416303145146924,0.05,0.002526231453446575,0.011919028172987234
0,0.004,0.004,0.004,0.007069569098565876,0.008384104146998477,0.867334652724085,0.05,0.002526231453446575,0.011919028172987234
2,0.004,0.004,0.004,0.10467562090267657,0.1327568133883841,0.5367343357372876,0.05,0.002526231453446575,0.011919028172987234
1,0.004,0.004,0.004,0.0209722662446046,0.021186021185544898,0.64278545662908,0.05,0.002526231453446575,0.011919028172987234
3,0.004,0.004,0.004,0.010109444078317506,0.030723837509020795,0.40547597071815256,0.05,0.002526231453446575,0.011919028172987234
4,0.004,0.004,0.004,0.03146720240208354,0.06088290306452283,0.4188493417318425,0.05,0.002526231453446575,0.011919028172987234
7,0.004,0.004,0.004,0.044850572499312125,0.08833098085449047,0.23520353530500981,0.05,0.002526231453446575,0.011919028172987234
5,0.004,0.004,0.004,0.9107251707839261,0.35753922926062676,0.01475610872381574,0.05,0.002526231453446575,0.011919028172987234
8,0.004,0.004,0.004,0.010039093396799644,0.06580699517783749,0.7042820565697243,0.05,0.002526231453446575,0.011919028172987234
6,0.004,0.004,0.004,0.010691246454547476,0.0839869010369722,0.4750274909719606,0.05,0.002526231453446575,0.011919028172987234
9,0.004,0.004,0.004,0.39164376013134394,0.4127752954516597,0.023788373346936734,0.05,0.002526231453446575,0.011919028172987234
10,0.004,0.004,0.004,0.0047565222153352245,0.03326744651773029,0.741104813242555,0.05,0.002526231453446575,0.011919028172987234
12,0.004,0.004,0.004,0.0023099589453282904,0.0030335728044833302,0.7611929820268251,0.05,0.002526231453446575,0.011919028172987234
11,0.004,0.004,0.004,0.16772192337714065,0.6308163868156714,0.31336148610033976,0.05,0.002526231453446575,0.011919028172987234
14,0.004,0.004,0.004,0.12252324234876115,0.07720839383904704,0.19525360675830472,0.05,0.002526231453446575,0.011919028172987234
13,0.004,0.004,0.004,0.1635426489026358,0.41011904806272537,0.288135949809213,0.05,0.002526231453446575,0.011919028172987234
15,0.004,0.004,0.004,0.1404290849319072,0.2715877673704097,0.07672533233706777,0.05,0.002526231453446575,0.011919028172987234
16,0.004,0.004,0.004,0.007881942012969254,0.013495549231228617,0.9909457992448901,0.05,0.002526231453446575,0.011919028172987234
18,0.004,0.004,0.004,0.08437895504545219,0.1536233033313666,0.23505545727221555,0.05,0.002526231453446575,0.011919028172987234
17,0.004,0.004,0.004,0.22695577345567652,0.22307285311973934,0.02612556375140107,0.05,0.002526231453446575,0.011919028172987234
19,0.004,0.004,0.004,0.0034569320746983276,0.0009270899836241801,0.8457371358701294,0.05,0.002526231453446575,0.011919028172987234
